batch,epoch,loss
0,1,0.09066440165042877
1,1,0.08811002224683762
2,1,0.08458966761827469
3,1,0.09344439208507538
4,1,0.09152346849441528
5,1,0.08591978996992111
6,1,0.0902506485581398
7,1,0.08848759531974792
8,1,0.08665876090526581
9,1,0.0832391232252121
10,1,0.08072037994861603
11,1,0.08850973844528198
12,1,0.08244694769382477
13,1,0.0898827388882637
14,1,0.08695943653583527
15,1,0.07320736348628998
16,1,0.06820961087942123
17,1,0.07325288653373718
18,1,0.0661601722240448
19,1,0.06912726908922195
20,1,0.061298273503780365
21,1,0.06975755095481873
22,1,0.06601020693778992
23,1,0.075712189078331
24,1,0.04694215953350067
25,1,0.06084609031677246
26,1,0.055849332362413406
27,1,0.05381215363740921
28,1,0.07434582710266113
29,1,0.08551418036222458
30,1,0.07660529017448425
31,1,0.14705802500247955
32,1,0.10462101548910141
33,1,0.08874529600143433
34,1,0.04605928063392639
35,1,0.08696205914020538
36,1,0.09973786771297455
37,1,0.03436477482318878
38,1,0.05651569738984108
39,1,0.07325462996959686
40,1,0.04655465483665466
41,1,0.0762399435043335
42,1,0.04905657470226288
43,1,0.04188372939825058
44,1,0.06904011964797974
45,1,0.037407293915748596
46,1,0.0948648452758789
47,1,0.08646292984485626
48,1,0.06310248374938965
49,1,0.07281359285116196
50,1,0.07131322473287582
51,1,0.07185859233140945
52,1,0.09179896116256714
53,1,0.05746948719024658
54,1,0.05911000818014145
55,1,0.04361177980899811
56,1,0.0690314918756485
57,1,0.04953674226999283
58,1,0.07524438947439194
59,1,0.1225811094045639
60,1,0.05851217359304428
61,1,0.03678349405527115
62,1,0.03372273966670036
63,1,0.04761233925819397
64,1,0.06653193384408951
65,1,0.06850861757993698
66,1,0.048015493899583817
67,1,0.045966021716594696
68,1,0.03174491226673126
69,1,0.03510565310716629
70,1,0.11205752193927765
71,1,0.16360004246234894
72,1,0.028146345168352127
73,1,0.05004400759935379
74,1,0.10582677274942398
75,1,0.028081685304641724
76,1,0.09511885792016983
77,1,0.08682866394519806
78,1,0.03423580527305603
79,1,0.07494349032640457
80,1,0.05919772386550903
81,1,0.0460989773273468
82,1,0.04615950211882591
83,1,0.08216792345046997
84,1,0.0844586119055748
85,1,0.06220399588346481
86,1,0.04558118060231209
87,1,0.05952216312289238
88,1,0.0691048800945282
89,1,0.08286255598068237
90,1,0.12219096720218658
91,1,0.05465120077133179
92,1,0.04182174429297447
93,1,0.04723261296749115
94,1,0.05595499277114868
95,1,0.055104468017816544
96,1,0.07633589208126068
97,1,0.08356161415576935
98,1,0.04603035748004913
99,1,0.0604747012257576
100,1,0.05418289452791214
101,1,0.05956180393695831
102,1,0.06377572566270828
103,1,0.11025476455688477
104,1,0.04037773609161377
105,1,0.06649607419967651
106,1,0.08722782880067825
107,1,0.029580827802419662
108,1,0.02384418249130249
109,1,0.046230800449848175
110,1,0.10379058122634888
111,1,0.054285064339637756
112,1,0.07285653054714203
113,1,0.06572560220956802
114,1,0.058992646634578705
115,1,0.06060265749692917
116,1,0.037973374128341675
117,1,0.04797617346048355
118,1,0.05602715536952019
119,1,0.06175318732857704
120,1,0.07039559632539749
121,1,0.046644411981105804
122,1,0.060864903032779694
123,1,0.06328891217708588
124,1,0.0857277512550354
125,1,0.03745996206998825
126,1,0.062425415962934494
127,1,0.03447285294532776
128,1,0.0987711250782013
129,1,0.030291810631752014
130,1,0.10630162060260773
131,1,0.05996799096465111
132,1,0.10344038158655167
133,1,0.041047487407922745
134,1,0.03555677458643913
135,1,0.06234782189130783
136,1,0.0431569404900074
137,1,0.08206915855407715
138,1,0.047619011253118515
139,1,0.040624216198921204
140,1,0.07187470048666
141,1,0.02982582524418831
142,1,0.039978910237550735
143,1,0.05472470074892044
144,1,0.06606023013591766
145,1,0.02205866575241089
146,1,0.08926889300346375
147,1,0.06253771483898163
148,1,0.027566025033593178
149,1,0.06781710684299469
150,1,0.034225866198539734
151,1,0.023561622947454453
152,1,0.019354570657014847
153,1,0.07299068570137024
154,1,0.09292793273925781
155,1,0.07353224605321884
156,1,0.10065015405416489
157,1,0.031431108713150024
158,1,0.08307690918445587
159,1,0.019418902695178986
160,1,0.07276463508605957
161,1,0.025812387466430664
162,1,0.06101689115166664
163,1,0.03008471615612507
164,1,0.06423547863960266
165,1,0.026566144078969955
166,1,0.03889951854944229
167,1,0.03108062967658043
168,1,0.032180000096559525
169,1,0.04505292326211929
170,1,0.049064405262470245
171,1,0.06375117599964142
172,1,0.07398518174886703
173,1,0.08315914869308472
174,1,0.041165366768836975
175,1,0.042329106479883194
176,1,0.08153002460797627
0,2,0.10465585440397263
1,2,0.07130461186170578
2,2,0.052799247205257416
3,2,0.0753137394785881
4,2,0.03514876216650009
5,2,0.05866594240069389
6,2,0.038512155413627625
7,2,0.05600663274526596
8,2,0.03023732639849186
9,2,0.03137195110321045
10,2,0.060566093772649765
11,2,0.033621031790971756
12,2,0.024330269545316696
13,2,0.10661597549915314
14,2,0.030872294679284096
15,2,0.07547368109226227
16,2,0.08133608102798462
17,2,0.0889170691370964
18,2,0.0726313441991806
19,2,0.027269981801509857
20,2,0.05889595299959183
21,2,0.06042191758751869
22,2,0.05399475246667862
23,2,0.04091661423444748
24,2,0.04513568431138992
25,2,0.07518476247787476
26,2,0.09574668109416962
27,2,0.05379144102334976
28,2,0.03532864898443222
29,2,0.021161999553442
30,2,0.03725224733352661
31,2,0.0536726675927639
32,2,0.055148858577013016
33,2,0.048881977796554565
34,2,0.10224908590316772
35,2,0.07203296571969986
36,2,0.048570528626441956
37,2,0.06772508472204208
38,2,0.06719832122325897
39,2,0.053978331387043
40,2,0.07514961808919907
41,2,0.036842167377471924
42,2,0.037929825484752655
43,2,0.07763893157243729
44,2,0.08619648963212967
45,2,0.031138192862272263
46,2,0.041810423135757446
47,2,0.06073727831244469
48,2,0.0269472673535347
49,2,0.02852550894021988
50,2,0.037067711353302
51,2,0.05387263745069504
52,2,0.09774857759475708
53,2,0.08263108134269714
54,2,0.06166981905698776
55,2,0.038972873240709305
56,2,0.0730343759059906
57,2,0.023568784818053246
58,2,0.05681793764233589
59,2,0.02479349821805954
60,2,0.08733578026294708
61,2,0.08041572570800781
62,2,0.04307332634925842
63,2,0.02544599026441574
64,2,0.035266704857349396
65,2,0.03932051360607147
66,2,0.07361655682325363
67,2,0.03945786878466606
68,2,0.04601195082068443
69,2,0.04472476243972778
70,2,0.08957859128713608
71,2,0.06095188856124878
72,2,0.019717741757631302
73,2,0.1018465906381607
74,2,0.025757132098078728
75,2,0.06620509922504425
76,2,0.07031691074371338
77,2,0.030929049476981163
78,2,0.09064725041389465
79,2,0.026087159290909767
80,2,0.03146594390273094
81,2,0.058712661266326904
82,2,0.05624138563871384
83,2,0.028999608010053635
