batch,epoch,loss
0,1,0.0860404297709465
1,1,0.08653177320957184
2,1,0.08879076689481735
3,1,0.08480795472860336
4,1,0.0853651762008667
5,1,0.08557341247797012
6,1,0.08982054889202118
7,1,0.08363105356693268
8,1,0.08491422235965729
9,1,0.08113925158977509
10,1,0.08745211362838745
11,1,0.08808748424053192
12,1,0.08902546763420105
13,1,0.08519374579191208
14,1,0.08138081431388855
15,1,0.08743737637996674
16,1,0.07976861298084259
17,1,0.08097924292087555
18,1,0.08924621343612671
19,1,0.07501080632209778
20,1,0.0775870829820633
21,1,0.08970584720373154
22,1,0.08813074231147766
23,1,0.07695406675338745
24,1,0.07801667600870132
25,1,0.08420083671808243
26,1,0.08866538852453232
27,1,0.08568866550922394
28,1,0.07346341758966446
29,1,0.07909326255321503
30,1,0.08594420552253723
31,1,0.08705344051122665
32,1,0.07824845612049103
33,1,0.06738296896219254
34,1,0.07240469753742218
35,1,0.07816565036773682
36,1,0.09961051493883133
37,1,0.07275918871164322
38,1,0.07843279838562012
39,1,0.07874588668346405
40,1,0.07895967364311218
41,1,0.06277500092983246
42,1,0.0778186023235321
43,1,0.07768096029758453
44,1,0.07378628849983215
45,1,0.07261599600315094
46,1,0.08306493610143661
47,1,0.07796484231948853
48,1,0.12009913474321365
49,1,0.04704904556274414
50,1,0.07139888405799866
51,1,0.07701425999403
52,1,0.05745086073875427
53,1,0.05317573621869087
54,1,0.111937515437603
55,1,0.05898796021938324
56,1,0.04506354033946991
57,1,0.09982773661613464
58,1,0.0814027339220047
59,1,0.07896442711353302
60,1,0.11334368586540222
61,1,0.09313300251960754
62,1,0.13220122456550598
63,1,0.11273703724145889
64,1,0.12472087144851685
65,1,0.09235239773988724
66,1,0.07312901318073273
67,1,0.0611591637134552
68,1,0.06794688105583191
69,1,0.0743623822927475
70,1,0.08059878647327423
71,1,0.07578856498003006
72,1,0.09158971905708313
73,1,0.07126101851463318
74,1,0.09293535351753235
75,1,0.0729813426733017
76,1,0.08360277116298676
77,1,0.06100862845778465
78,1,0.08517282456159592
79,1,0.06466599553823471
80,1,0.0941547155380249
81,1,0.060744255781173706
82,1,0.08807022869586945
83,1,0.07718228548765182
84,1,0.07648483663797379
85,1,0.05949174612760544
86,1,0.09193836897611618
87,1,0.07050810754299164
88,1,0.07168322801589966
89,1,0.081380695104599
90,1,0.07123139500617981
91,1,0.08670628070831299
92,1,0.0679379552602768
93,1,0.06696973741054535
94,1,0.08352002501487732
95,1,0.07558605074882507
96,1,0.10448415577411652
97,1,0.08484279364347458
98,1,0.08428158611059189
99,1,0.06974907219409943
100,1,0.11048427224159241
101,1,0.07351061701774597
102,1,0.07001602649688721
103,1,0.07027805596590042
104,1,0.05772486329078674
105,1,0.08178481459617615
106,1,0.08989056199789047
107,1,0.07679344713687897
108,1,0.06875303387641907
109,1,0.0851898342370987
110,1,0.07381705939769745
111,1,0.07920673489570618
112,1,0.04779941216111183
113,1,0.08363798260688782
114,1,0.06280548870563507
115,1,0.0693448930978775
