batch,epoch,loss
0,1,0.08993163704872131
1,1,0.088344506919384
2,1,0.08844809234142303
3,1,0.08627976477146149
4,1,0.08661156892776489
5,1,0.08472950756549835
6,1,0.08557073771953583
7,1,0.08145768940448761
8,1,0.08309613168239594
9,1,0.08808080852031708
10,1,0.08293311297893524
11,1,0.08474697917699814
12,1,0.09117225557565689
13,1,0.07944568246603012
14,1,0.08135823905467987
15,1,0.08481312543153763
16,1,0.07784630358219147
17,1,0.08747145533561707
18,1,0.07826079428195953
19,1,0.07955431938171387
20,1,0.0805160403251648
21,1,0.09464845061302185
22,1,0.08509915322065353
23,1,0.0777663066983223
24,1,0.07782398164272308
25,1,0.0827406793832779
26,1,0.08450520038604736
27,1,0.08403371274471283
28,1,0.08824332058429718
29,1,0.08029380440711975
30,1,0.08885589241981506
31,1,0.06672748923301697
32,1,0.08449885994195938
33,1,0.08675603568553925
34,1,0.07378480583429337
35,1,0.09616224467754364
36,1,0.06393841654062271
37,1,0.07110709697008133
38,1,0.08613960444927216
39,1,0.07860509306192398
40,1,0.06738291680812836
41,1,0.07758460938930511
42,1,0.05641458183526993
43,1,0.10151346027851105
44,1,0.0894601121544838
45,1,0.06881412863731384
46,1,0.05850694328546524
47,1,0.056717634201049805
48,1,0.07761633396148682
49,1,0.08101113885641098
50,1,0.05085573345422745
51,1,0.05036447197198868
52,1,0.05602128058671951
53,1,0.07908380031585693
54,1,0.06991589814424515
55,1,0.06516259163618088
56,1,0.0394209660589695
57,1,0.06988264620304108
58,1,0.04107563942670822
59,1,0.09636763483285904
60,1,0.06456016004085541
61,1,0.0695004090666771
62,1,0.09834215044975281
63,1,0.07338330149650574
64,1,0.06716088950634003
65,1,0.0627259910106659
66,1,0.08279867470264435
67,1,0.0964408740401268
68,1,0.15286298096179962
69,1,0.07196035236120224
70,1,0.06839078664779663
71,1,0.05917461961507797
72,1,0.08191332966089249
73,1,0.04963190481066704
74,1,0.07551520317792892
75,1,0.08491576462984085
76,1,0.1010870411992073
77,1,0.06183995306491852
78,1,0.06306358426809311
79,1,0.04834776371717453
80,1,0.06418527662754059
81,1,0.11531689763069153
82,1,0.11982174217700958
83,1,0.07394866645336151
84,1,0.08848519623279572
85,1,0.05254708603024483
86,1,0.04483581334352493
87,1,0.06828898191452026
88,1,0.08207615464925766
89,1,0.06251886487007141
90,1,0.06175670027732849
91,1,0.09866590797901154
92,1,0.12545228004455566
93,1,0.0902860015630722
94,1,0.08600088953971863
95,1,0.057383209466934204
96,1,0.09997441172599793
0,2,0.08715833723545074
1,2,0.055003635585308075
2,2,0.08733342587947845
3,2,0.04654370993375778
4,2,0.07776527106761932
5,2,0.0630309209227562
6,2,0.0610763356089592
7,2,0.07416955381631851
8,2,0.05729571729898453
9,2,0.07094210386276245
10,2,0.051207464188337326
